strategy,mean_cumulative_return,mean_annualized_return,mean_sharpe,mean_sortino,mean_max_drawdown,mean_information_ratio
xgboost,5.362477444612621,0.8500288049199921,1.4183902182242445,2.296519789779662,-0.40089451921506386,0.2446269065140321
xgb_lstm_ensemble,3.570388519359263,0.6571770065473312,1.2114961563247888,1.9558067493979143,-0.4400892715250044,0.06670707770036365
buy_and_hold,2.9156339185305766,0.5515382771885905,1.1184413325809164,1.7560504678319053,-0.5002307668250944,0.0
lstm,0.9812606141354564,0.25574664813362014,0.704071453741449,1.1113929020818896,-0.4446667348838097,-0.39187711392036495
sma_cross,0.5225740890043306,0.15029326268159093,0.5312458713334933,0.8475701721659308,-0.6166992916750833,-0.4191285445299422
arima_garch,0.46722002522081224,0.11921303308815395,0.5019798172946083,0.7891735430958533,-0.5578416005782079,-0.4329838705395458
macd,-0.08795840266918797,-0.03123945905616088,0.20036932503987642,0.3305478796493709,-0.5947771853916334,-0.6486111154894334
