strategy,cumulative_return,annualized_return,annualized_volatility,downside_volatility_annualized,sharpe,sortino,max_drawdown,calmar,var_95,cvar_95,ulcer_index,time_under_water_ratio,benchmark_cumulative_return,benchmark_annualized_return,excess_cumulative_return,tracking_error_annualized,information_ratio,turnover_mean,turnover_annualized,hit_rate,avg_holding_bars,profit_factor,val_cumulative_return,val_annualized_return,val_annualized_volatility,val_downside_volatility_annualized,val_sharpe,val_sortino,val_max_drawdown,val_calmar,val_var_95,val_cvar_95,val_ulcer_index,val_time_under_water_ratio,val_benchmark_cumulative_return,val_benchmark_annualized_return,val_excess_cumulative_return,val_tracking_error_annualized,val_information_ratio,val_turnover_mean,val_turnover_annualized,val_hit_rate,val_avg_holding_bars,val_profit_factor
lstm,1.0719072957064038,0.2749138984800621,0.46410314299270344,0.29532951218895204,0.7555262718861433,1.1872911541992386,-0.46294868628576724,0.5938323330943945,-0.00700036130502103,-0.011998950465270981,0.20442709721715327,0.9888102306462663,4.350410013391611,0.7492469829868407,-3.278502717685207,0.48815834372965056,-0.6479214667451458,0.060135495166324125,526.7869376569994,0.5044530714775063,33.21618204804046,1.0258555351189442,0.222158788782421,0.22280441244167792,0.6375195569188815,0.3960151399016384,0.634078545598419,1.020762674735306,-0.4169324210955201,0.5343897503970625,-0.009613605995754249,-0.016352269976906485,0.21056537363517167,0.9903857159207966,-0.6412220083369147,-0.6421888406368648,0.8633807971193357,0.7375323108713724,1.6658531217129988,0.06558315211170883,574.5084124985693,0.5011446886446886,30.4390243902439,1.0217781071373264
