strategy,cumulative_return,annualized_return,annualized_volatility,downside_volatility_annualized,sharpe,sortino,max_drawdown,calmar,var_95,cvar_95,ulcer_index,time_under_water_ratio,benchmark_cumulative_return,benchmark_annualized_return,excess_cumulative_return,tracking_error_annualized,information_ratio,turnover_mean,turnover_annualized,hit_rate,avg_holding_bars,profit_factor,val_cumulative_return,val_annualized_return,val_annualized_volatility,val_downside_volatility_annualized,val_sharpe,val_sortino,val_max_drawdown,val_calmar,val_var_95,val_cvar_95,val_ulcer_index,val_time_under_water_ratio,val_benchmark_cumulative_return,val_benchmark_annualized_return,val_excess_cumulative_return,val_tracking_error_annualized,val_information_ratio,val_turnover_mean,val_turnover_annualized,val_hit_rate,val_avg_holding_bars,val_profit_factor
lstm,0.890613932564509,0.23657939778717818,0.6173548157632079,0.38908556683188644,0.6526166355967545,1.0354946499645403,-0.42638478348185216,0.5548495325167895,-0.009473433177576656,-0.01578161249929736,0.18945326035140192,0.9948999010428561,1.4808578236695427,0.3538295713903403,-0.5902438911050336,0.6685783881704312,-0.13583276109558412,0.05906980284692091,517.4514729390272,0.5051381593971226,33.81467181467181,1.0223042288278508,-0.28820518635904613,-0.28884192464183533,0.8598706576310878,0.5527509589515911,0.03443783931241363,0.05357220472873428,-0.5338606912561032,-0.54104362687245,-0.013209040165005636,-0.022658750966063856,0.27663271468407663,0.9971386059288085,-0.674147397978897,-0.6751078410317478,0.3859422116198509,0.8865480222753972,0.8838829275516207,0.05253519514707566,460.2083094883828,0.5037774725274725,37.982608695652175,1.001145864080974
