strategy,cumulative_return,annualized_return,annualized_volatility,downside_volatility_annualized,sharpe,sortino,max_drawdown,calmar,var_95,cvar_95,ulcer_index,time_under_water_ratio,benchmark_cumulative_return,benchmark_annualized_return,excess_cumulative_return,tracking_error_annualized,information_ratio,turnover_mean,turnover_annualized,hit_rate,avg_holding_bars,profit_factor,val_cumulative_return,val_annualized_return,val_annualized_volatility,val_downside_volatility_annualized,val_sharpe,val_sortino,val_max_drawdown,val_calmar,val_var_95,val_cvar_95,val_ulcer_index,val_time_under_water_ratio,val_benchmark_cumulative_return,val_benchmark_annualized_return,val_excess_cumulative_return,val_tracking_error_annualized,val_information_ratio,val_turnover_mean,val_turnover_annualized,val_hit_rate,val_avg_holding_bars,val_profit_factor
macd,-0.17605374452343492,-0.06252457284760005,0.4641180349342732,0.2880817499176205,0.09293097954228074,0.14971772291029947,-0.5423506862609728,-0.11528439887972032,-0.006860125424475933,-0.011634689660568567,0.23814187618604438,0.9954708076425364,4.350410013391611,0.7492469829868407,-4.526463757915046,0.6563393683765563,-0.9504221046535599,0.109385704498744,958.2187714089974,0.48957143944584,18.271210013908206,1.0031447220422163,0.29636799758984744,0.29725411412281155,0.6375149731495161,0.3880145346937971,0.7266578598907455,1.1939121466228393,-0.6495764263810828,0.4576122255219025,-0.009352424442909336,-0.015930073009619322,0.40430397791174066,0.9804280645530502,-0.6412220083369147,-0.6421888406368648,0.9375900059267621,0.8846706810526197,1.4555001342337355,0.10884743046812408,953.5034909007669,0.48717948717948717,18.352941176470587,1.0249974037756155
