timestamp,new_position,prev_position,turnover,cost
2023-01-01 00:00:00+00:00,1.0,1.0,0.0,0.0
2023-01-04 17:00:00+00:00,-1.0,1.0,2.0,0.0
2023-01-04 19:00:00+00:00,1.0,-1.0,2.0,0.0
2023-01-04 20:00:00+00:00,-1.0,1.0,2.0,0.0
2023-01-04 22:00:00+00:00,1.0,-1.0,2.0,0.0
2023-01-05 00:00:00+00:00,-1.0,1.0,2.0,0.0
2023-01-05 02:00:00+00:00,1.0,-1.0,2.0,0.0
2023-01-06 18:00:00+00:00,-1.0,1.0,2.0,0.0
2023-01-06 19:00:00+00:00,1.0,-1.0,2.0,0.0
2023-01-09 10:00:00+00:00,-1.0,1.0,2.0,0.0
2023-01-10 10:00:00+00:00,1.0,-1.0,2.0,0.0
2023-01-10 20:00:00+00:00,-1.0,1.0,2.0,0.0
2023-01-11 10:00:00+00:00,1.0,-1.0,2.0,0.0
2023-01-11 15:00:00+00:00,-1.0,1.0,2.0,0.0
2023-01-12 00:00:00+00:00,1.0,-1.0,2.0,0.0
2023-01-12 04:00:00+00:00,-1.0,1.0,2.0,0.0
2023-01-12 21:00:00+00:00,1.0,-1.0,2.0,0.0
2023-01-12 22:00:00+00:00,-1.0,1.0,2.0,0.0
2023-01-13 02:00:00+00:00,1.0,-1.0,2.0,0.0
2023-01-16 08:00:00+00:00,-1.0,1.0,2.0,0.0
2023-01-17 01:00:00+00:00,1.0,-1.0,2.0,0.0
2023-01-17 03:00:00+00:00,-1.0,1.0,2.0,0.0
2023-01-17 05:00:00+00:00,1.0,-1.0,2.0,0.0
2023-01-17 06:00:00+00:00,-1.0,1.0,2.0,0.0
2023-01-17 11:00:00+00:00,1.0,-1.0,2.0,0.0
2023-01-18 16:00:00+00:00,-1.0,1.0,2.0,0.0
2023-01-19 05:00:00+00:00,1.0,-1.0,2.0,0.0
2023-01-19 08:00:00+00:00,-1.0,1.0,2.0,0.0
2023-01-19 18:00:00+00:00,1.0,-1.0,2.0,0.0
2023-01-20 01:00:00+00:00,-1.0,1.0,2.0,0.0
2023-01-20 06:00:00+00:00,1.0,-1.0,2.0,0.0
2023-01-21 03:00:00+00:00,-1.0,1.0,2.0,0.0
2023-01-24 08:00:00+00:00,1.0,-1.0,2.0,0.0
2023-01-24 09:00:00+00:00,-1.0,1.0,2.0,0.0
